Reaction,First Reactant,First Product,Reactant Formula,Reactant MW,Product Formula,Product MW,MW Difference,Formula Difference
oleanolic aldehyde + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  oleanolate + oxidized [NADPH-hemoprotein reductase] + H2O + H+,oleanolic aldehyde,oleanolate,C30H48O2,440.365430785,C30H47O3,456.3603454071,15.9949,-HO
oleate + coenzyme A + ATP  ->  oleoyl-CoA + AMP + diphosphate,oleate,oleoyl-CoA,C18H33O2,282.2558803356,C39H64N7O17P3S,1031.3605240149,749.1046,C21H31N7O15P3S
oleate + NADH + dioxygen + H+  ->  ricinoleate + NAD+ + H2O,oleate,ricinoleate,C18H33O2,282.2558803356,C18H33O3,298.2507949577,15.9949,O
oleate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  18-hydroxyoleate + oxidized [NADPH-hemoprotein reductase] + H2O,oleate,18-hydroxyoleate,C18H33O2,282.2558803356,C18H33O3,298.2507949577,15.9949,O
"oleate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  9,10-epoxystearate + oxidized [NADPH-hemoprotein reductase] + H2O",oleate,"9,10-epoxystearate",C18H33O2,282.2558803356,C18H33O3,298.2507949577,15.9949,O
oleoyl-CoA + H2O  ->  oleate + coenzyme A + H+,oleoyl-CoA,oleate,C39H64N7O17P3S,1031.3605240149,C18H33O2,282.2558803356,-749.1046,-C21-H31-N7-O15-P3-S
oleoyl-CoA + malonyl-CoA + H+  ->  (11Z)-3-oxoicosa-11-enoyl-CoA + CO2 + coenzyme A,oleoyl-CoA,(11Z)-3-oxoicosa-11-enoyl-CoA,C39H64N7O17P3S,1031.3605240149,C41H66N7O18P3S,1073.3710887012,42.0106,C2H2O
olivetolate + geranyl diphosphate  ->  cannabigerolate + diphosphate,olivetolate,cannabigerolate,C12H15O4,224.104859002,C22H31O4,360.2300595156,136.1252,C10H16
ononin + H2O  ->  formononetin + D-glucopyranose,ononin,formononetin,C22H22O9,430.1263823051,C16H12O4,268.0735588736,-162.0528,-C6-H10-O5
ononin + malonyl-CoA  ->  formononetin-7-O-glucoside-6''-malonate + coenzyme A,ononin,formononetin-7-O-glucoside-6''-malonate,C22H22O9,430.1263823051,C25H23O12,516.1267762356,86.0004,C3HO3
orcinol + S-adenosyl-L-methionine  ->  3-methoxy-5-hydroxytoluene + S-adenosyl-L-homocysteine + H+,orcinol,3-methoxy-5-hydroxytoluene,C7H8O2,124.052429501,C8H10O2,138.0680795652,14.0157,CH2
oripavine + 2-oxoglutarate + dioxygen  ->  morphinone + formaldehyde + succinate + CO2,oripavine,morphinone,C18H20NO3,297.1364934814,C17H18NO3,283.12084341720004,-14.0157,-C-H2
orotidine 5'-phosphate + H+  ->  CO2 + UMP,orotidine 5'-phosphate,CO2,C10H10N2O11P,368.0256957808,CO2,43.9898292442,-324.0359,-C9-H10-N2-O9-P
oryzalexin A + NAD(P)+  ->  oryzalexin C + NAD(P)H + H+,oryzalexin A,oryzalexin C,C20H30O2,302.2245802072,C20H28O2,300.208930143,-2.0157,-H2
oryzalexin D + NAD(P)+  ->  oryzalexin B + NAD(P)H + H+,oryzalexin D,oryzalexin B,C20H32O2,304.2402302714,C20H30O2,302.2245802072,-2.0157,-H2
oxaloacetate + acetyl-CoA + ADP + phosphate  <-  citrate + coenzyme A + ATP,citrate,oxaloacetate,C6H5O7,192.0270026115,C4H2O5,132.0058732389,-60.0211,-C2-H3-O2
oxaloacetate + acetyl-CoA + H2O  ->  citrate + coenzyme A + H+,oxaloacetate,citrate,C4H2O5,132.0058732389,C6H5O7,192.0270026115,60.0211,C2H3O2
oxaloacetate + ATP  <-->  CO2 + phosphoenolpyruvate + ADP,oxaloacetate,CO2,C4H2O5,132.0058732389,CO2,43.9898292442,-88.016,-C3-H2-O3
oxaloacetate + H+  ->  pyruvate + CO2,oxaloacetate,pyruvate,C4H2O5,132.0058732389,C3H3O3,88.0160439947,-43.9898,-CH-O2
oxaloacetate + phosphate  <-  phosphoenolpyruvate + hydrogen carbonate,phosphoenolpyruvate,oxaloacetate,C3H2O6P,167.9823744031,C4H2O5,132.0058732389,-35.9765,C-O-P
oxalosuccinate + H+  <-->  2-oxoglutarate + CO2,oxalosuccinate,2-oxoglutarate,C6H3O7,190.0113525473,C5H4O5,146.0215233031,-43.9898,-CH-O2
"P1,P5-bis(5'-adenosyl) pentaphosphate + H2O  ->  adenosine tetraphosphate + AMP + 2 H+","P1,P5-bis(5'-adenosyl) pentaphosphate",adenosine tetraphosphate,C20H24N10O22P5,916.0145952191,C10H12N5O16P4,586.9620755653,-329.0525,-C10-H12-N5-O6-P
palmitate + coenzyme A + ATP  ->  palmitoyl-CoA + AMP + diphosphate,palmitate,palmitoyl-CoA,C16H31O2,256.2402302714,C37H62N7O17P3S,1005.3448739507,749.1046,C21H31N7O15P3S
palmitate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  16-hydroxypalmitate + oxidized [NADPH-hemoprotein reductase] + H2O,palmitate,16-hydroxypalmitate,C16H31O2,256.2402302714,C16H31O3,272.2351448935,15.9949,O
"palmitoleoyl-CoA + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  (9Z,12Z)-hexadeca-9,12-dienoyl-CoA + 2 ferricytochrome b5 + 2 H2O",palmitoleoyl-CoA,"(9Z,12Z)-hexadeca-9,12-dienoyl-CoA",C37H60N7O17P3S,1003.3292238865,C37H58N7O17P3S,1001.3135738223,-2.0157,-H2
palmitoyl-CoA + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  palmitoleoyl-CoA + 2 ferricytochrome b5 + 2 H2O,palmitoyl-CoA,palmitoleoyl-CoA,C37H62N7O17P3S,1005.3448739507,C37H60N7O17P3S,1003.3292238865,-2.0157,-H2
palmitoyl-CoA + H2O  ->  palmitate + coenzyme A + H+,palmitoyl-CoA,palmitate,C37H62N7O17P3S,1005.3448739507,C16H31O2,256.2402302714,-749.1046,-C21-H31-N7-O15-P3-S
palmitoyl-CoA + NADPH + dioxygen + H+  ->  16-hydroxypalmitoyl-CoA + NADP+ + H2O,palmitoyl-CoA,16-hydroxypalmitoyl-CoA,C37H62N7O17P3S,1005.3448739507,C37H62N7O18P3S,1021.3397885728,15.9949,O
paraxanthine + S-adenosyl-L-methionine  ->  caffeine + S-adenosyl-L-homocysteine + H+,paraxanthine,caffeine,C7H8N4O2,180.0647255218,C8H10N4O2,194.080375586,14.0157,CH2
patuletin + S-adenosyl-L-methionine  ->  eupatolitin + S-adenosyl-L-homocysteine + H+,patuletin,eupatolitin,C16H11O8,332.053217362,C17H13O8,346.0688674262,14.0157,CH2
"patuletin + S-adenosyl-L-methionine  ->  quercetagetin 3',6-dimethyl ether + S-adenosyl-L-homocysteine + H+",patuletin,"quercetagetin 3',6-dimethyl ether",C16H11O8,332.053217362,C17H13O8,346.0688674262,14.0157,CH2
patuletin + UDP-alpha-D-glucose  ->  patulitrin + UDP + H+,patuletin,patulitrin,C16H11O8,332.053217362,C22H21O13,494.1060407935,162.0528,C6H10O5
pelargonin + (E)-caffeoyl-CoA  ->  bisdemalonylsalvianin + coenzyme A,pelargonin,bisdemalonylsalvianin,C27H30O15,595.1662953266,C36H36O18,757.1979893855,162.0317,C9H6O3
pent-1-en-3-one + NADPH + H+  ->  1-pentan-3-one + NADP+,pent-1-en-3-one,1-pentan-3-one,C5H8O,84.0575148789,C5H10O,86.0731649431,2.0157,H2
petiveriin  ->  phenylmethanesulfenate + 2-aminoprop-2-enoate,petiveriin,phenylmethanesulfenate,C10H13NO3S,227.0616139788,C7H8OS,140.0295855689,-87.032,-C3-H5-N-O2
phenyl-N-(sulfonatooxy)methanimidothioate  ->  benzylthiocyanate + sulfate,phenyl-N-(sulfonatooxy)methanimidothioate,benzylthiocyanate,C8H7NO4S2,246.9972991625,C8H7NS,149.0299199199,-97.9674,-O4-S
phenyl-N-(sulfonatooxy)methanimidothioate  ->  sulfur(0) + phenylacetonitrile + sulfate,phenyl-N-(sulfonatooxy)methanimidothioate,sulfur(0),C8H7NO4S2,246.9972991625,S,31.97207069,-215.0252,-C8-H7-N-O4-S
phenylacetaldehyde + NADPH + H+  ->  2-phenylethanol + NADP+,phenylacetaldehyde,2-phenylethanol,C8H8O,120.0575148789,C8H10O,122.0731649431,2.0157,H2
pheophorbide a  ->  pyropheophorbide a,pheophorbide a,pyropheophorbide a,C35H34N4O5,592.2685702869001,C33H33N4O3,534.2630909785,-58.0055,-C2-H-O2
pheophorbide a + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  epoxypheophorbide a + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O,pheophorbide a,epoxypheophorbide a,C35H34N4O5,592.2685702869001,C35H34N4O6,608.263484909,15.9949,O
pheophorbide a + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  red chlorophyll catabolite + 2 oxidized ferredoxin [iron-sulfur] cluster,pheophorbide a,red chlorophyll catabolite,C35H34N4O5,592.2685702869001,C35H36N4O7,626.2740495953001,34.0055,H2O2
pheophytin a + H2O  ->  pheophorbide a + phytol + 2 H+,pheophytin a,pheophorbide a,C55H74N4O5,870.5659215067001,C35H34N4O5,592.2685702869001,-278.2974,-C20-H40
phlorisobutanophenone + prenyl diphosphate  ->  4-prenylphlorisobutyrophenone + diphosphate + H+,phlorisobutanophenone,4-prenylphlorisobutyrophenone,C10H12O4,196.0735588736,C15H19O4,264.1361591304,68.0626,C5H7
phlorisovalerophenone + prenyl diphosphate  ->  4-prenylphlorisovalerophenone + diphosphate + H+,phlorisovalerophenone,4-prenylphlorisovalerophenone,C11H14O4,210.0892089378,C16H21O4,278.1518091946,68.0626,C5H7
"phloroglucinol + S-adenosyl-L-methionine  ->  3,5-dihydroxyanisole + S-adenosyl-L-homocysteine + H+",phloroglucinol,"3,5-dihydroxyanisole",C6H6O3,126.0316940589,C7H8O3,140.0473441231,14.0157,CH2
phosphocholine + CTP + H+  ->  CDP-choline + diphosphate,phosphocholine,CDP-choline,C5H13NO4P,185.0816945172,C14H25N4O11P2,490.1229807827,305.0413,C9H12N3O7P
phosphocholine + H2O  ->  choline + phosphate,phosphocholine,choline,C5H13NO4P,185.0816945172,C5H14NO,105.1153641088,-79.9663,H-O3-P
phosphoenolpyruvate + D-erythrose 4-phosphate + H2O  <-->  3-deoxy-D-arabino-heptulosonate 7-phosphate + phosphate,phosphoenolpyruvate,3-deoxy-D-arabino-heptulosonate 7-phosphate,C3H2O6P,167.9823744031,C7H10O10P,288.0246331483,120.0423,C4H8O4
phosphoenolpyruvate + H2O  ->  pyruvate + phosphate,phosphoenolpyruvate,pyruvate,C3H2O6P,167.9823744031,C3H3O3,88.0160439947,-79.9663,H-O3-P
phosphoribulosylformimino-AICAR-phosphate + ammonia  ->  D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + H2O,phosphoribulosylformimino-AICAR-phosphate,D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate,C15H21N5O15P2,577.08223818,C6H9N2O6P,238.0354726061,-339.0468,-C9-H12-N3-O9-P
phosphoribulosylformimino-AICAR-phosphate + L-glutamine  ->  L-glutamate + D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + H+,phosphoribulosylformimino-AICAR-phosphate,L-glutamate,C15H21N5O15P2,577.08223818,C5H8NO4,147.0531577825,-430.0291,-C10-H13-N4-O11-P2
"phytate + H2O  ->  D-myo-inositol (1,2,3,5,6) pentakisphosphate + phosphate",phytate,"D-myo-inositol (1,2,3,5,6) pentakisphosphate",C6H6O24P6,659.8613705682,C6H7O21P5,579.8950401597999,-79.9663,H-O3-P
"phytate + H2O  ->  D-myo-inositol (1,2,4,5,6)-pentakisphosphate + phosphate",phytate,"D-myo-inositol (1,2,4,5,6)-pentakisphosphate",C6H6O24P6,659.8613705682,C6H7O21P5,579.8950401597999,-79.9663,H-O3-P
phytol + CTP  ->  phytyl monophosphate + CDP + H+,phytol,phytyl monophosphate,C20H40O,296.3079159061,C20H39O4P,376.2742463145,79.9663,-HO3P
phytyl monophosphate + a nucleoside triphosphate  ->  phytyl diphosphate + a nucleoside diphosphate,phytyl monophosphate,phytyl diphosphate,C20H39O4P,376.2742463145,C20H39O7P2,456.2405767229,79.9663,O3P
pilosin + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + nevadensin + H+,pilosin,S-adenosyl-L-homocysteine,C17H14O7,330.0739528041,C14H20N6O5S,384.1215884737,54.0476,-C3H6N6-O2S
pimeloyl-CoA + L-alanine + H+  ->  CO2 + coenzyme A + (8S)-8-amino-7-oxononanoate,pimeloyl-CoA,CO2,C28H41N7O19P3S,909.1782025529,CO2,43.9898292442,-865.1884,-C27-H41-N7-O17-P3-S
pinocembrin chalcone  ->  (2S)-pinocembrin + H+,pinocembrin chalcone,(2S)-pinocembrin,C15H12O4,256.0735588736,C15H11O4,256.0735588736,0.0,-H
pinosylvin + S-adenosyl-L-methionine  ->  pinosylvin monomethylether + S-adenosyl-L-homocysteine + H+,pinosylvin,pinosylvin monomethylether,C14H12O2,212.0837296294,C15H14O2,226.0993796936,14.0157,CH2
polyneuridine aldehyde + H2O  ->  methanol + CO2 + 16-epivellosimine,polyneuridine aldehyde,methanol,C21H22N2O3,350.1630425829,CH4O,32.026214750499996,-318.1368,-C20-H18-N2-O2
precorrin-1 + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + precorrin-2,precorrin-1,S-adenosyl-L-homocysteine,C41H38N4O16,850.290881451,C14H20N6O5S,384.1215884737,-466.1693,-C27-H18N2-O11S
prenyl diphosphate  ->  isoprene + diphosphate,prenyl diphosphate,isoprene,C5H9O7P2,246.0058257599,C5H8,68.0626002568,-177.9432,-H-O7-P2
prenyl diphosphate + (2S)-naringenin  ->  sophoraflavanone B + diphosphate,prenyl diphosphate,sophoraflavanone B,C5H9O7P2,246.0058257599,C20H20O5,340.13107375249996,94.1252,C15H11-O2-P2
"prenyl diphosphate + 2 3-methylbut-3-en-1-yl diphosphate  ->  (2Z,6Z)-farnesyl diphosphate + 2 diphosphate",prenyl diphosphate,"(2Z,6Z)-farnesyl diphosphate",C5H9O7P2,246.0058257599,C15H25O7P2,382.1310262735,136.1252,C10H16
prenyl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O  <-  (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+,(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate,prenyl diphosphate,C5H9O8P2,262.000740382,C5H9O7P2,246.0058257599,-15.9949,-O
prenyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  ->  geranyl diphosphate + diphosphate,prenyl diphosphate,geranyl diphosphate,C5H9O7P2,246.0058257599,C10H17O7P2,314.0684260167,68.0626,C5H8
prenyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  ->  neryl diphosphate + diphosphate,prenyl diphosphate,neryl diphosphate,C5H9O7P2,246.0058257599,C10H17O7P2,314.0684260167,68.0626,C5H8
prenyl diphosphate + 4-prenylphlormethylbutanophenone  ->  deoxyadlupulone + diphosphate,prenyl diphosphate,deoxyadlupulone,C5H9O7P2,246.0058257599,C21H29O4,346.2144094514,100.2086,C16H20-O3-P2
prenyl diphosphate + AMP  ->  N6-prenyladenosine 5'-phosphate + diphosphate,prenyl diphosphate,N6-prenyladenosine 5'-phosphate,C5H9O7P2,246.0058257599,C15H20N5O7P,415.1256845969,169.1199,C10H11N5-P
prenyl diphosphate + deoxyadlupulone  ->  adlupulone + diphosphate,prenyl diphosphate,adlupulone,C5H9O7P2,246.0058257599,C26H37O4,414.2770097082,168.2712,C21H28-O3-P2
prenyl diphosphate + deoxycohumulone  ->  colupulone + diphosphate,prenyl diphosphate,colupulone,C5H9O7P2,246.0058257599,C25H35O4,400.261359644,154.2555,C20H26-O3-P2
prenyl diphosphate + deoxyhumulone  ->  lupulone + diphosphate,prenyl diphosphate,lupulone,C5H9O7P2,246.0058257599,C26H37O4,414.2770097082,168.2712,C21H28-O3-P2
prenyl diphosphate + H2O  ->  isoprenyl alcohol + diphosphate,prenyl diphosphate,isoprenyl alcohol,C5H9O7P2,246.0058257599,C5H10O,86.0731649431,-159.9327,H-O6-P2
prenyl diphosphate + leachianone G + H+  ->  sophoraflavanone G + diphosphate,prenyl diphosphate,sophoraflavanone G,C5H9O7P2,246.0058257599,C25H28O6,424.1885886314,178.1828,C20H19-O-P2
prenyl diphosphate + phlormethylbutanophenone  ->  4-prenylphlormethylbutanophenone + diphosphate + H+,prenyl diphosphate,4-prenylphlormethylbutanophenone,C5H9O7P2,246.0058257599,C16H21O4,278.1518091946,32.146,C11H12-O3-P2
prephytoene diphosphate  ->  15-cis-phytoene + diphosphate,prephytoene diphosphate,15-cis-phytoene,C40H65O7P2,722.4440275575,C40H64,544.5008020544,-177.9432,-H-O7-P2
preuroporphyrinogen  ->  uroporphyrinogen-III + H2O,preuroporphyrinogen,uroporphyrinogen-III,C40H38N4O17,854.2857960731001,C40H36N4O16,836.2752313868,-18.0106,-H2-O
primary fluorescent chlorophyll catabolite + 2 oxidized ferredoxin [iron-sulfur] cluster  <-  red chlorophyll catabolite + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+,red chlorophyll catabolite,primary fluorescent chlorophyll catabolite,C35H36N4O7,626.2740495953001,C35H38N4O7,628.2896996595,2.0157,H2
prolycopene  ->  all-trans-lycopene,prolycopene,all-trans-lycopene,C40H56,536.4382017976,C40H56,536.4382017976,0.0,No difference
"propane-1,3-diamine + an oxidized electron carrier  ->  pyrazolidine + a reduced two electron carrier + 2 H+","propane-1,3-diamine",pyrazolidine,C3H12N2,74.0843983314,C3H8N2,72.0687482672,-2.0157,-H4
"propane-1,3-diamine + H2O + dioxygen  ->  3-aminopropanal + ammonium + hydrogen peroxide","propane-1,3-diamine",3-aminopropanal,C3H12N2,74.0843983314,C3H8NO,73.052763852,-1.0316,-H4-NO
prostaglandin H2  ->  prostaglandin E2,prostaglandin H2,prostaglandin E2,C20H31O5,352.2249741377,C20H31O5,352.2249741377,0.0,No difference
"protochlorophyllide a + NADP+  <-  3,8-divinyl protochlorophyllide a + NADPH + H+","3,8-divinyl protochlorophyllide a",protochlorophyllide a,C35H28N4O5Mg,610.2066619943,C35H30N4O5Mg,612.2223120584999,2.0157,H2
protoheme + 2 H+  <-->  protoporphyrin IX + Fe2+,protoheme,protoporphyrin IX,C34H30N4O4Fe,618.1929477006001,C34H32N4O4,562.2580056006001,-55.9349,-FeH2
protohypericin + a reduced two electron carrier + dioxygen  ->  hypericin + an oxidized electron carrier + 2 H2O,protohypericin,hypericin,C30H16O8,506.1001675546,C30H14O8,504.0845174904,-2.0157,-H2
protopine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-hydroxyprotopine + oxidized [NADPH-hemoprotein reductase] + H2O,protopine,6-hydroxyprotopine,C20H19NO5,353.1263227256,C20H19NO6,369.1212373477,15.9949,O
protoporphyrinogen IX + 3 dioxygen  ->  protoporphyrin IX + 3 hydrogen peroxide,protoporphyrinogen IX,protoporphyrin IX,C34H38N4O4,568.3049557932001,C34H32N4O4,562.2580056006001,-6.047,-H6
pseudobaptigenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2'-hydroxypseudobaptigenin + oxidized [NADPH-hemoprotein reductase] + H2O,pseudobaptigenin,2'-hydroxypseudobaptigenin,C16H10O5,282.0528234315,C16H10O6,298.04773805359997,15.9949,O
pseudotropine + NADP+  <-  tropinone + NADPH + H+,tropinone,pseudotropine,C8H14NO,139.0997140446,C8H16NO,141.1153641088,2.0157,H2
psoralen + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  bergaptol + oxidized [NADPH-hemoprotein reductase] + H2O,psoralen,bergaptol,C11H6O3,186.0316940589,C11H6O4,202.026608681,15.9949,O
putrescine + dioxygen + H2O  ->  ammonium + hydrogen peroxide + 4-aminobutanal,putrescine,ammonium,C4H14N2,88.1000483956,H4N,18.0343741336,-70.0657,-C4-H10-N
putrescine + S-adenosyl 3-(methylsulfanyl)propylamine  <-->  spermidine + S-methyl-5'-thioadenosine + H+,putrescine,spermidine,C4H14N2,88.1000483956,C7H22N3,145.1578976255,57.0578,C3H8N
putrescine + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + N-methylputrescine + H+,putrescine,S-adenosyl-L-homocysteine,C4H14N2,88.1000483956,C14H20N6O5S,384.1215884737,296.0215,C10H6N4O5S
"putrescine + spermidine  ->  propane-1,3-diamine + sym-homospermidine",putrescine,"propane-1,3-diamine",C4H14N2,88.1000483956,C3H12N2,74.0843983314,-14.0157,-C-H2
pyrazolidine + an oxidized electron carrier  ->  2-pyrazoline + a reduced two electron carrier,pyrazolidine,2-pyrazoline,C3H8N2,72.0687482672,C3H6N2,70.053098203,-2.0157,-H2
pyridoxamine 5'-phosphate + dioxygen + H2O  ->  ammonium + hydrogen peroxide + pyridoxal 5'-phosphate,pyridoxamine 5'-phosphate,ammonium,C8H12N2O5P,248.05620804820003,H4N,18.0343741336,-230.0218,-C8-H8-N-O5-P
pyridoxine + NADP+  <-->  pyridoxal + NADPH + H+,pyridoxine,pyridoxal,C8H11NO3,169.0738932246,C8H9NO3,167.0582431604,-2.0157,-H2
pyridoxine 5'-phosphate + dioxygen  ->  hydrogen peroxide + pyridoxal 5'-phosphate,pyridoxine 5'-phosphate,hydrogen peroxide,C8H10NO6P,249.040223633,H2O2,34.0054793084,-215.0347,-C8-H8-N-O4-P
pyruvate + ATP + phosphate  <-->  phosphoenolpyruvate + AMP + diphosphate + H+,pyruvate,phosphoenolpyruvate,C3H3O3,88.0160439947,C3H2O6P,167.9823744031,79.9663,-HO3P
pyruvate + coenzyme A + 2 oxidized ferredoxin [iron-sulfur] cluster  <-->  acetyl-CoA + CO2 + 2 reduced ferredoxin [iron-sulfur] cluster + H+,pyruvate,acetyl-CoA,C3H3O3,88.0160439947,C23H34N7O17P3S,809.1257730519,721.1097,C20H31N7O14P3S
pyruvate + D-glyceraldehyde 3-phosphate + H+  ->  1-deoxy-D-xylulose 5-phosphate + CO2,pyruvate,1-deoxy-D-xylulose 5-phosphate,C3H3O3,88.0160439947,C5H9O7P,214.0242392178,126.0082,C2H6O4P
pyruvate + H+  ->  acetaldehyde + CO2,pyruvate,acetaldehyde,C3H3O3,88.0160439947,C2H4O,44.0262147505,-43.9898,-CH-O2
"pyruvate + L-aspartate 4-semialdehyde  ->  (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + H2O + H+",pyruvate,"(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate",C3H3O3,88.0160439947,C7H7NO5,187.0480724046,99.032,C4H4NO2
pyruvate + L-phenylalanine  <-->  3-phenyl-2-oxopropanoate + L-alanine,pyruvate,3-phenyl-2-oxopropanoate,C3H3O3,88.0160439947,C9H7O3,164.0473441231,76.0313,C6H4
pyruvate + L-serine  <-->  L-alanine + 3-hydroxypyruvate,pyruvate,L-alanine,C3H3O3,88.0160439947,C3H7NO2,89.0476784741,1.0316,H4N-O
quercetagetin + S-adenosyl-L-methionine  ->  patuletin + S-adenosyl-L-homocysteine + H+,quercetagetin,patuletin,C15H9O8,318.03756729779997,C16H11O8,332.053217362,14.0157,CH2
quercetagetin + UDP-alpha-D-glucose  ->  quercetagetin 7-O-glucoside + UDP + H+,quercetagetin,quercetagetin 7-O-glucoside,C15H9O8,318.03756729779997,C21H19O13,480.0903907293,162.0528,C6H10O5
"quercetin + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + quercetin 3-sulfate + H+",quercetin,"adenosine 3',5'-bisphosphate",C15H9O7,302.04265267569997,C10H11N5O10P2,427.0294147485,124.9868,-C5H2N5O3P2
quercetin + S-adenosyl-L-methionine  ->  isorhamnetin + S-adenosyl-L-homocysteine + H+,quercetin,isorhamnetin,C15H9O7,302.04265267569997,C16H11O7,316.0583027399,14.0157,CH2
quercetin + S-adenosyl-L-methionine  ->  rhamnetin + S-adenosyl-L-homocysteine,quercetin,rhamnetin,C15H9O7,302.04265267569997,C16H12O7,316.0583027399,14.0157,CH3
quercetin + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + 3-O-methylquercetin + H+,quercetin,S-adenosyl-L-homocysteine,C15H9O7,302.04265267569997,C14H20N6O5S,384.1215884737,82.0789,-CH11N6-O2S
quercetin + UDP-alpha-D-glucose  ->  quercetin 7-O-glucoside + UDP + H+,quercetin,quercetin 7-O-glucoside,C15H9O7,302.04265267569997,C21H19O12,464.09547610719994,162.0528,C6H10O5
quercetin + UDP-alpha-D-glucose  ->  UDP + quercetin-3-O-beta-D-glucoside + H+,quercetin,UDP,C15H9O7,302.04265267569997,C9H11N2O12P2,404.002196945,101.9595,-C6H2N2O5P2
quercetin + UDP-beta-L-rhamnose  ->  quercetin 3-O-rhamnoside + UDP + H+,quercetin,quercetin 3-O-rhamnoside,C15H9O7,302.04265267569997,C21H19O11,448.1005614851,146.0579,C6H10O4
"quercetin 3-O-rhamnoside + UDP-beta-L-rhamnose  ->  quercetin-3,7-O-dirhamnoside + UDP + H+",quercetin 3-O-rhamnoside,"quercetin-3,7-O-dirhamnoside",C21H19O11,448.1005614851,C27H29O15,594.1584702945,146.0579,C6H10O4
"quercetin 3-sulfate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + quercetin-3,3'-bissulfate + H+",quercetin 3-sulfate,"adenosine 3',5'-bisphosphate",C15H8O10S,381.999467232,C10H11N5O10P2,427.0294147485,45.0299,-C5H3N5P2-S
quercetin-3-gentiobioside + UDP-beta-L-rhamnose  ->  quercetin 3-O-gentiobioside-7-O-rhamnoside + UDP + H+,quercetin-3-gentiobioside,quercetin 3-O-gentiobioside-7-O-rhamnoside,C27H30O17,626.1482995387,C33H40O21,772.2062083481001,146.0579,C6H10O4
R-vicianin + H2O  ->  vicianose + (R)-mandelonitrile,R-vicianin,vicianose,C19H25NO10,427.1478460287,C11H20O10,312.105646863,-115.0422,-C8-H5-N
raffinose + lychnose  ->  stellariose + sucrose,raffinose,stellariose,C18H32O16,504.1690349808,C30H52O26,828.2746818438,324.1056,C12H20O10
raucaffricine + H2O  ->  vomilenine + D-glucopyranose,raucaffricine,vomilenine,C27H32N2O8,512.2158660144,C21H22N2O3,350.1630425829,-162.0528,-C6-H10-O5
"rhamnetin + S-adenosyl-L-methionine  ->  3,7-dimethylquercetin + S-adenosyl-L-homocysteine + H+",rhamnetin,"3,7-dimethylquercetin",C16H12O7,316.0583027399,C17H14O7,330.0739528041,14.0157,CH2
"rhamnetin + S-adenosyl-L-methionine  ->  7,3'-dimethylquercetin + S-adenosyl-L-homocysteine + H+",rhamnetin,"7,3'-dimethylquercetin",C16H12O7,316.0583027399,C17H14O7,330.0739528041,14.0157,CH2
"rhamnetin + S-adenosyl-L-methionine  ->  7,4'-dimethylquercetin + S-adenosyl-L-homocysteine + H+",rhamnetin,"7,4'-dimethylquercetin",C16H12O7,316.0583027399,C17H14O7,330.0739528041,14.0157,CH2
ribose-1-arsenate + dihydrolipoate + 2 H+  ->  D-ribofuranose + arsenous acid + (R)-lipoate,ribose-1-arsenate,D-ribofuranose,C5H9O8As,273.9669887299,C5H10O5,150.0528234315,-123.9142,-AsH-O3
rot-2'-enonate + an oxidized electron carrier + H+  ->  deguelin + a reduced two electron carrier,rot-2'-enonate,deguelin,C23H23O6,396.157288503,C23H22O6,394.1416384388,-2.0157,-H
