kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,Δm/z,mzDiff,REACTION ID,ENZYME ID,COMMENT,PATHWAY
C00052,C04507,C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,566.055,1088.6847,C15H24N2O17P2,C61H102O12P2,-522.6297,522.6296 ,R01535,2.7.8.6,0,0
C00029,C19772,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,566.055,1088.6847,C15H24N2O17P2,C61H102O12P2,-522.6297,522.6296 ,R09641,2.7.8.31,0,0
C00512,C03712,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O,C1=CC=C(C=C1)C(=O)NCCC[C@@H](C(=O)O)NC(=O)C2=CC=CC=C2,871.1414,340.1423,C28H40N7O17P3S,C19H20N2O4,530.9991,530.9991 ,R00664,2.3.1.127,0,0
C00024,C17230,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCCCCCCC(CC(=O)O)(C(=O)O)O,809.1258,278.1188,C23H38N7O17P3S,C12H22O5S,531.007,531.0070 ,R08644,2.3.3.17,0,rn00966: Glucosinolate biosynthesis///rn01210: 2-Oxocarboxylic acid metabolism
C00063,C18059,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COC[C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)OC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)/C)/C)/C)C,482.9845,1021.5558,C9H16N3O14P3,C52H85N3O13P2,-538.5713,538.5713 ,R08966,2.7.7.67,0,rn00564: Glycerophospholipid metabolism///rn01110: Biosynthesis of secondary metabolites
C00062,C01201,C(C[C@@H](C(=O)O)N)CN=C(N)N,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)NC(=NCCC[C@@H](C(=O)O)N)N)O)O)O)O,174.1117,715.1728,C6H14N4O2,C21H35N9O15P2,-541.0611,541.0611 ,R01886,3.2.2.19,0,0
C00156,C05809,C1=CC(=CC=C1C(=O)O)O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)/C)/C)/C)/C)/C)/C)C,138.0317,682.5325,C7H6O3,C47H70O3,-544.5008,544.5008 ,R05615,2.5.1.39,UbiA,0
C00448,C04574,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,382.131,926.6318,C15H28O7P2,C55H92O7P2,-544.5008,544.5008 ,R06447,2.5.1.31,8-step reaction///see R05555+R08748+R08749+R08750+R08751+R08752+R08753+R07269,rn00550: Peptidoglycan biosynthesis///rn00900: Terpenoid backbone biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00083,C17743,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=CC=C1/C=C/C(=C/C(=O)/C=C/C2=CC=C(C=C2)O)/O)O,853.1156,308.1049,C24H38N7O19P3S,C19H16O4,545.0107,545.0107 ,R10233,2.3.1.211,two-step reaction (see R08805+R08807),"rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00024,C17226,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCCCCCC(CC(=O)O)(C(=O)O)O,809.1258,264.1031,C23H38N7O17P3S,C11H20O5S,545.0227,545.0227 ,R08640,2.3.3.17,0,rn00966: Glucosinolate biosynthesis///rn01210: 2-Oxocarboxylic acid metabolism
C00019,C00406,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,398.1372,943.1626,C15H22N6O5S,C31H44N7O19P3S,-545.0254,545.0254 ,R01942,2.1.1.104,0,"rn00940: Phenylpropanoid biosynthesis///rn00941: Flavonoid biosynthesis///rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites"
C19241,C19806,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O,C(C(CC(=O)O)C(=O)O)C(=O)O,721.3885,176.0321,C34H59NO15,C6H8O6,545.3564,545.3564 ,R09674,3.1.1.87,0,0
C08542,C17759,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3OC4=C(C=C5C(=C4)C[C@H]([N+]5=C/C=C/6\C[C@H](NC(=C6)C(=O)O)C(=O)O)C(=O)[O-])O)CO)O)O)C(=O)O)O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,902.2229,356.1107,C40H42N2O22,C16H20O9,546.1122,546.1122 ,R08819,2.3.1.-,0,rn00965: Betalain biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00083,C16405,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O,853.1156,302.079,C24H38N7O19P3S,C16H14O6,551.0366,551.0366 ,R07989,2.3.1.74,0,rn00941: Flavonoid biosynthesis
C00582,C05551,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,885.1571,334.0987,C29H42N7O17P3S,C16H18N2O4S,551.0584,551.0584 ,R04868,2.3.1.164,general reaction: R06361,0
C00002,C19771,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)O)C(C(=O)NCCC(=O)NCCS)O,506.9957,1059.0901,C10H16N5O13P3,C26H46N7O26P5S,-552.0944,552.0944 ,R09675,2.4.2.52,0,0
C01879,C18005,C1CC(=O)N[C@@H]1C(=O)O,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCNC(=O)CC[C@@H](C(=O)O)N)O)O)O[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N,129.0426,684.3178,C5H7NO3,C26H48N6O15,-555.2752,555.2752 ,R08910,4.3.2.6,0,"rn00524: Neomycin, kanamycin and gentamicin biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00083,C11993,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,CC[C@@H]1[C@@H](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)O1)C)O)C)C)C,853.1156,296.1988,C24H38N7O19P3S,C17H28O4,556.9168,556.9168 ,R06458,2.3.1.239,"type I polyketide synthase,PikA1-3","rn00522: Biosynthesis of 12-, 14- and 16-membered macrolides///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites"
C00406,C03156,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)C(=O)O)O,943.1626,386.0849,C31H44N7O19P3S,C16H18O11,557.0777,557.0777 ,R03727,2.3.1.130,0,0
C16157,C19884,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)N)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O[C@@H]2[C@@H]([C@H]([C@H](CO2)N)O)O)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,977.7237,1535.9122,C60H100NO7P,C73H139N3O26P2,-558.1885,558.1885 ,R09773,2.4.2.43,0,rn00540: Lipopolysaccharide biosynthesis
C00024,C17222,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCCCCC(CC(=O)O)(C(=O)O)O,809.1258,250.0875,C23H38N7O17P3S,C10H18O5S,559.0383,559.0383 ,R08631,2.3.3.17,0,rn00966: Glucosinolate biosynthesis///rn01210: 2-Oxocarboxylic acid metabolism
C11923,C12388,C[C@@H]1[C@H]([C@@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)OC3=CC4=CC5=C(C(=C4C(=C3C)O)O)C(=O)[C@]6([C@@H](C5)[C@@H](C(=O)C(=C6O)C(=O)C)OC)O[C@H]7C[C@H]([C@@H]([C@H](O7)C)O)O[C@H]8C[C@H]([C@H]([C@H](O8)C)O)O[C@H]9C[C@]([C@@H]([C@H](O9)C)O)(C)O)O)O,532.0859,1092.4414,C16H26N2O14P2,C53H72O24,-560.3555,560.3555 ,R09352,2.4.1.-,0,rn01057: Biosynthesis of type II polyketide products///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00083,C03414,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)NC(=O)CC(=O)O,853.1156,290.0903,C24H38N7O19P3S,C14H14N2O5,563.0253,563.0253 ,R02482,2.3.1.112,0,0
C00024,C03137,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)O,809.1258,246.1004,C23H38N7O17P3S,C13H14N2O3,563.0254,563.0253 ,R02481,2.3.1.34,0,0
C16827,C20460,C1=CC(=CC=C1/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC3=C([O+]=C4C=C(C=C(C4=C3)O)O)C5=CC(=C(C=C5)O)O)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)/C=C/C7=CC=C(C=C7)O)O)O)O)O)O)O)O)O,326.1002,889.2402,C15H18O8,C41H45O22,-563.14,563.1400 ,R10236,2.3.1.213,0,0
C00065,C05821,C([C@@H](C(=O)O)N)O,C1[C@@H](C(=O)OC[C@@H](C(=O)OC[C@@H](C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O,105.0426,669.1442,C3H7NO3,C30H27N3O15,-564.1016,564.1016 ,R07644,6.3.2.14,multi-step reaction,rn01053: Biosynthesis of siderophore group nonribosomal peptides///rn01110: Biosynthesis of secondary metabolites
C00083,C15525,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O)O,853.1156,288.0634,C24H38N7O19P3S,C15H12O6,565.0522,565.0522 ,R07988,2.3.1.74,0,rn00941: Flavonoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00019,C16242,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC1C23C4=C([C@@](C(=N4)/C=C\5/C(=C([C@@]([N-]5)(CC6=C([C@](C(=N6)/C=C(\[N-]2)/[C@H]([C@@]3(CC(=O)O1)C)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)C)CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O.[Co+2],398.1372,963.271,C15H22N6O5S,C45H52CoN4O16,-565.1338,565.1338 ,R05810,2.1.1.271,0,rn00860: Porphyrin metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C00512,C01416,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,871.1414,303.1471,C28H40N7O17P3S,C17H21NO4,567.9943,567.9943 ,R08430,2.3.1.-,0,"rn00960: Tropane, piperidine and pyridine alkaloid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites"
C00073,C04489,CSCC[C@@H](C(=O)O)N,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O,149.051,717.2718,C5H11NO2S,C30H39N9O12,-568.2208,568.2208 ,R04405,2.1.1.14,0,rn00270: Cysteine and methionine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01230: Biosynthesis of amino acids
C00544,C17570,C1=CC(=C(C=C1O)CC(=O)O)O,CC1=CC(=CC(=C1O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,168.0423,736.6158,C8H8O4,C52H80O2,-568.5735,568.5735 ,R08782,2.5.1.117,0,rn00130: Ubiquinone and other terpenoid-quinone biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01240: Biosynthesis of cofactors
C00020,C04058,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O,347.0631,916.0146,C10H14N5O7P,C20H29N10O22P5,-568.9515,568.9515 ,R09882,3.6.1.60,0,0
C00323,C01850,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,929.1469,360.0845,C30H42N7O19P3S,C18H16O8,569.0624,569.0624 ,R03374,2.3.1.140,0,rn00350: Tyrosine metabolism///rn01100: Metabolic pathways
C00024,C17218,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCCCC(CC(=O)O)(C(=O)O)O,809.1258,236.0718,C23H38N7O17P3S,C9H16O5S,573.054,573.0540 ,R08627,2.3.3.17,0,rn00966: Glucosinolate biosynthesis///rn01210: 2-Oxocarboxylic acid metabolism
C00019,C00411,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)O,398.1372,973.1731,C15H22N6O5S,C32H46N7O20P3S,-575.0359,575.0359 ,R06578,2.1.1.104,caffeoyl-CoA 3-O-methyltransferase,rn00940: Phenylpropanoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00223,C17742,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=C(C=C4)O)O,COC1=C(C=CC(=C1)/C=C/C(=C/C(=O)/C=C/C2=CC=C(C=C2)O)/O)O,913.152,338.1154,C30H42N7O18P3S,C20H18O5,575.0366,575.0366 ,R08809,2.3.1.219,curcuminoid synthase (CURS),"rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00406,C10443,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=C/C(=O)/C=C/C2=CC(=C(C=C2)O)OC)/O)O,943.1626,368.126,C31H44N7O19P3S,C21H20O6,575.0366,575.0366 ,R08810,2.3.1.217,curcuminoid synthase (CURS),"rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00024,C16598,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C(CC[C@@](CC(=O)O)(C(=O)O)O)CC(=O)O,809.1258,234.074,C23H38N7O17P3S,C9H14O7,575.0518,575.0518 ,R08332,2.3.3.-,0,rn00680: Methane metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01210: 2-Oxocarboxylic acid metabolism///rn01240: Biosynthesis of cofactors
C00323,C00852,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,929.1469,354.0951,C30H42N7O19P3S,C16H18O9,575.0518,575.0518 ,R01945,2.3.1.99///2.3.1.133,0,"rn00940: Phenylpropanoid biosynthesis///rn00941: Flavonoid biosynthesis///rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00223,C12208,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=C(C=C4)O)O,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC=C(C=C2)O)O)O,913.152,338.1002,C30H42N7O18P3S,C16H18O8,575.0518,575.0518 ,R07432,2.3.1.133,0,"rn00940: Phenylpropanoid biosynthesis///rn00941: Flavonoid biosynthesis///rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00406,C02572,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2C[C@@](C[C@H]([C@H]2O)O)(C(=O)O)O)O,943.1626,368.1107,C31H44N7O19P3S,C17H20O9,575.0519,575.0518 ,R02195,2.3.1.99,0,0
C00323,C02927,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O,C1=CC(=C(C=C1/C=C/C(=O)OC(C(CC(=O)O)C(=O)O)C(=O)O)O)O,929.1469,354.0587,C30H42N7O19P3S,C15H14O10,575.0882,575.0882 ,R01946,2.3.1.126,0,0
C00024,C05539,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O,809.1258,231.0743,C23H38N7O17P3S,C9H13NO6,578.0515,578.0515 ,R04364,2.3.1.89///2.3.1.-,0,rn00261: Monobactam biosynthesis///rn00300: Lysine biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01230: Biosynthesis of amino acids
C00091,C04462,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CC(=O)C(=O)O,867.1313,289.0798,C25H40N7O19P3S,C11H15NO8,578.0515,578.0515 ,R04365,2.3.1.117,0,rn00300: Lysine biosynthesis///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01230: Biosynthesis of amino acids
C00083,C06561,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O,853.1156,272.0685,C24H38N7O19P3S,C15H12O5,581.0471,581.0471 ,R01613,2.3.1.74,multi-step reaction,rn00941: Flavonoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00024,C17952,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@@H](CCP(=O)(C)O)C(=O)O,809.1258,223.061,C23H38N7O17P3S,C7H14NO5P,586.0648,586.0648 ,R08938,2.3.1.183,0,rn00440: Phosphonate and phosphinate metabolism///rn01110: Biosynthesis of secondary metabolites
